Date,Open,High,Low,Close,Adj Close,Volume
2017-03-02,147000.0,148000.0,140000.0,145000.0,113152.6875,2650566
2017-03-09,145000.0,152500.0,143500.0,151500.0,118225.046875,2095288
2017-03-16,152500.0,171000.0,150000.0,165000.0,128759.9609375,5120576
2017-03-23,164000.0,167000.0,155500.0,158500.0,123687.578125,2840560
2017-03-30,159500.0,160500.0,147000.0,148000.0,115493.7734375,3062277
2017-04-06,148000.0,149500.0,141000.0,142500.0,111201.796875,2652694
2017-04-13,141500.0,144500.0,136500.0,141500.0,110421.40625,2968760
2017-04-20,142000.0,152000.0,139500.0,147000.0,114713.4296875,3701284
2017-04-27,144000.0,153000.0,142500.0,152000.0,118615.25,2129053
2017-05-04,152000.0,160500.0,150500.0,157500.0,122907.21875,2341131
2017-05-11,156000.0,166500.0,152000.0,165000.0,128759.9609375,2965581
2017-05-18,167000.0,173000.0,160000.0,165000.0,128759.9609375,4722360
2017-05-25,165500.0,166500.0,161000.0,165500.0,129150.1484375,2293895
2017-06-01,164500.0,165500.0,157000.0,160000.0,124858.1484375,2236755
2017-06-08,160000.0,170000.0,158000.0,163000.0,127199.2421875,2590232
2017-06-15,163500.0,169000.0,160000.0,161500.0,126028.6953125,1978514
2017-06-22,162000.0,166000.0,159000.0,161000.0,125638.5234375,1700311
2017-06-29,159500.0,164000.0,155000.0,155500.0,122109.6640625,2091895
2017-07-06,153500.0,154500.0,146500.0,149000.0,117005.4375,3457020
2017-07-13,150000.0,154500.0,145000.0,148000.0,116220.1640625,2773263
2017-07-20,148000.0,150000.0,144500.0,146500.0,115042.2578125,3183483
2017-07-27,146500.0,150000.0,144500.0,148500.0,116612.8125,3250428
2017-08-03,148000.0,151000.0,143500.0,145000.0,113864.390625,2423643
2017-08-10,143500.0,146000.0,141000.0,144000.0,113079.0625,1595496
2017-08-17,144000.0,150000.0,143500.0,143500.0,112686.4296875,1967750
